PurchaseSell,Date,Purchase Price,VIN,Model,Year,Vehicle Description,Manufacturer,Condition,Type,Odometer,Colors,Username,Customer Email,Customer Phone,Customer Street Address,Customer City,Customer State,Customer ZIP,Persons Driver License,Persons First Name,Persons Last Name,Tax Number,Business Name,Contact First Name,Contact Last Name,Contact Title,customerID
Sale,6/28/2019,,SZAJTDBI6IL561669,4C,2016,original equipment manufacturer (OEM) parts; ,Alfa,Good,Coupe,101749,Claret,user16,dsetter@zumgoity.com,9596403978,9246 12-street,Corpus Christi,KY,96337,D4435428566,Jacqueline,Strassner,,,,,,237
Sale,6/29/2019,,TD5OFRN1LC8601752,RAM 3500 PICKUP,2003,oversteer; overdrive; unibody construction; ,Dodge,Excellent,SUV,39765,Gray,user25,cacey@nam-zim.com,1353591607,3638 10-street,Houston,TX,87596,C9736973233,Joesph,Haufler,,,,,,208
Sale,5/3/2019,,U0PQOVOJXT2453885,GHIBLI,2015,engine displacement; ,Maserati,Good,Coupe,25746,Copper,user09,ndilliard@hottechi.com,5753398951,9510 18-street,Long Beach,MO,9794,B3621247910,Edna,Wolny,,,,,,89
Sale,4/9/2019,,UEHE08QS622862172,PRIUS V,2013,high torque; ,Toyota,Fair,Convertible,20001,White,user11,akusko@zencorporation.com,7397974944,3583 21-street,Houston,TX,61159,B6520528449,Donette,Felger,,,,,,118
Sale,5/11/2019,,UVVEV0Y7R3V483738,OUTLANDER,2011,automatic transmission; ,Mitsubishi,Fair,Sedan,5350,Beige,user25,hwaymire@newex.com,9680830274,1130 3-street,Baltimore,OK,28902,B7916407234,Ressie,Hoffis,,,,,,134
Sale,6/20/2019,,V4JVFR4YRS7140562,GOL SEDAN,2012,best suspension; ,Volkswagen,Fair,Convertible,4266,Green,user17,lkeener@betasoloin.com,9935571206,9593 5-street,Philadelphia,PA,14670,,,,12-8194115,Hottechi,Katina,Layous,Scientist M9,326
Sale,5/4/2019,,VP0U4FNOL1Q272112,MITO,2013,manual transmission; ,Alfa,Fair,SUV,84541,Orange,user15,dperin@doncon.com,1680591543,8884 9-street,Sacramento,CA,56712,D1162502438,Lili,Farrar,,,,,,217
Sale,1/18/2019,,VROU7UEWYWK097688,ESCALADE EXT,2008,anti-lock brake system (ABS); ,Cadillac,Very Good,Minivan,19743,Maroon,user09,vparvis@opentech.com,8862184577,7282 17-street,Plano,NV,12480,A5116094170,Shawna,Cousey,,,,,,36
Sale,5/26/2019,,VSGK3RYW2TC911641,S40,2002,wide cam; ,Volvo,Good,Sedan,102289,Red,user11,earedondo@scottech.com,6670173598,8485 9-street,Fort Worth,TX,38021,,,,43-4733948,Goodsilron,Lai,Storment,Associate Manager M7,321
Sale,4/14/2019,,WJENS213H4U188325,CAVALIER,2001,small spark plug gap; ,Chevrolet,Very Good,Sedan,6605,Claret,user15,tregusters@ganjaflex.com,5341057929,9675 2-street,Jersey City,CA,70105,B3716300300,Art,Degroot,,,,,,91
Sale,5/26/2019,,WJUY8SU2JR0730363,PATRIOT,2017,no redline; ,Jeep,Fair,Minivan,39573,Maroon,user17,kgudroe@plussunin.com,675048928,4876 9-street,Lexington-Fayette,PA,27546,C1550981362,Glenna,Newville,,,,,,160
Sale,6/11/2019,,WSMCQT2QRUX986498,MATRIX,2017,pickup; ,Toyota,Excellent,Van,22538,Aluminum,user25,jpinilla@openlane.com,9161351894,1838 2-street,Mesa,VA,21902,A5932340550,Blair,Cronauer,,,,,,39
Sale,3/14/2019,,X7PFFGNBSQI524327,BOXSTER,2011,Automotive Service Excellence (ASE); detail; ,Porsche,Excellent,SUV,9388,Red,user08,klace@finjob.com,9460075046,609 14-street,Omaha,NC,98545,D1610396701,Chaya,Palaia,,,,,,222
Sale,5/3/2019,,XK51E6IAGWW949280,SOUL,2010,no backfire/backfiring; ,Kia,Very Good,SUV,17770,Tan,user15,jmunis@gogozoom.com,8250500917,5943 8-street,Wichita,TX,29847,A4708877275,Samira,Nachor,,,,,,34
Sale,4/15/2019,,XLHSC830B4B709486,C70,2010,drum brake; ,Volvo,Very Good,Convertible,10582,Purple,user16,awildfong@gogozoom.com,1448914508,6043 6-street,Dallas,TX,21023,B5428704297,Gracia,Ennaco,,,,,,107
Sale,3/8/2019,,XOBOW6AU18A917853,MARK LT,2008,,Lincoln,Excellent,Van,5133,Yellow,user20,dhoneywell@blackzim.com,6663567812,3860 16-street,Stockton,OH,70202,A7120700731,Junita,Toelkes,,,,,,48
Sale,6/11/2019,,XUV6JR4Q8SX652578,Q45,2004,normally aspirated; ,INFINITI,Excellent,Truck,27628,Brown,user25,jmunis@gogozoom.com,8250500917,5943 8-street,Wichita,TX,29847,A4708877275,Samira,Nachor,,,,,,35
Sale,6/22/2019,,YB3M3MZEQ1J275307,SIERRA 1500,2001,coupe; ,GMC,Good,Convertible,28814,Silver,user13,tlinahan@labdrill.com,2738568375,1604 1-street,Omaha,NC,3539,C6508528685,Elke,Felger,,,,,,182
Sale,6/28/2019,,YR8K00OE58G720472,WRANGLER,2007,fuel injection; ,Jeep,Excellent,Coupe,22740,Purple,user17,afillingim@kan-code.com,9963348430,8691 9-street,Indianapolis,IN,6705,C0640712551,Talia,Keetch,,,,,,152
Sale,6/21/2019,,YSPKFT8VKW8617087,S2000,2001,engine displacement; ,Honda,Good,Convertible,93559,Copper,user20,lpawlowicz@gogozoom.com,6254507435,9893 13-street,Madison,TX,95139,B0585188333,Lorrie,Boord,,,,,,69
Sale,5/1/2019,,Z0Z206HDHO0103381,VERANO,2013,power train; ,Buick,Fair,Truck,141406,Metallic,user25,dsarao@golddex.com,3331922115,4454 14-street,Buffalo,NJ,98345,B6148685373,Mireya,Sawchuk,,,,,,116
Sale,4/17/2019,,Z4RBIUHHJZS859016,FE-HD,2002,best radiator; ,Mitsubishi,Excellent,Van,127020,Metallic,user11,rdelasancha@stanredtax.com,4856335522,5214 17-street,St. Louis,CA,66315,A1953394969,Lorrine,Pagliuca,,,,,,14
Sale,6/28/2019,,Z8UDI7LAGS7164830,ST1300,2004,station wagon (Also known as wagon.); ,Honda,Very Good,Truck,167400,Aluminum,user13,emauson@konmatfix.com,8269013055,6556 12-street,Oakland,MN,27258,,,,66-0947691,Zotware,Eladia,Castros,Senior Director M5,331
Sale,5/6/2019,,ZIL5XS7BK6F565259,CALIFORNIA,2018,modern dashboard; ,Ferrari,Very Good,Convertible,115032,Metallic,user23,dsetter@zumgoity.com,9596403978,9246 12-street,Corpus Christi,KY,96337,D4435428566,Jacqueline,Strassner,,,,,,236
Sale,5/30/2019,,ZIYO5EKWDKS246902,V60,2018,original equipment manufacturer (OEM) parts; ,Volvo,Fair,Van,11515,Maroon,burdell,hauffrey@domzoom.com,5571476773,7876 13-street,Anchorage,CA,60946,C6972781026,Ma,Yum,,,,,,187
Sale,6/29/2019,,ZJFVODF6M3T898510,BOXSTER,2016,broad wheelbase; ,Porsche,Fair,Minivan,73979,Brown,user15,smaybury@bioplex.com,1374181394,3096 19-street,Baton Rouge,TX,62255,B7770854372,Garry,Schnitzler,,,,,,131
Sale,3/2/2019,,ZS1SXM3GTO8957023,ESCALADE EXT,2007,air filtration system; has a silver streak along roofline,Cadillac,Very Good,Truck,11720,Pink,user08,cgoldammer@silis.com,5139591614,3758 3-street,Houston,TX,93403,A9685977010,Louvenia,Gillaspie,,,,,,63
Sale,5/24/2019,,ZXZP2ADJFMJ124788,COMMANDER,2009,,Jeep,Good,SUV,2842,Bronze,user13,lshinko@plussunin.com,9509224748,4666 10-street,Boston,TN,61462,A7690497079,Sylvia,Kusko,,,,,,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,333
